,net_size,num_packets,elapsed,delay_error,delivery_prob_error,last_system_size_error
704,6,250000,0.7445656320196576,0.0007594935538541837,0.00032735538416891753,0.002270539825888583
705,6,250000,0.7412096530024428,0.0020145420209621693,0.0009468037663456693,0.0034803712291130895
706,6,250000,0.7409440190240275,2.7502332247978816e-05,5.89376945848718e-05,0.003302037914932104
707,6,1000000,2.977460799011169,0.00034750269387258447,0.00015633804880428072,0.0016682256673567519
708,5,1000000,2.267270439013373,0.0,0.0,0.0
709,5,100,0.0022136240149848163,0.21116181166666856,0.18343247496960705,0.27031495002071726
710,5,100,0.012822409975342453,0.08019998091479863,0.04837388610691391,0.150504711679853
711,5,100,0.003076291992329061,0.3388038566207225,0.08176301835709787,0.5190979708562262
712,5,100,0.0020158429979346693,0.35078131786646466,0.10706741644732239,0.011543231684606678
713,5,100,0.0021012109937146306,0.13319879454201516,0.06843783000107534,0.006986559868239234
714,5,100,0.002021070016780868,0.1253352084670166,0.07300380363355866,0.39920237170492606
715,5,100,0.0019870240066666156,0.3381825023370376,0.2877081133326164,0.19545698519246468
716,5,100,0.0020716699946206063,0.09553145089354861,0.022923725354879416,0.4760061237216504
717,5,100,0.005015089991502464,0.2745560341909116,0.14195763064059297,0.26121828865670643
718,5,100,0.002047297020908445,0.10164224209864905,0.11434606684214214,0.15374717787112954
719,5,100,0.0021018669940531254,0.24610478061450672,0.16964079215956235,0.05127907116494195
720,5,100,0.0020490330061875284,0.1829667624828747,0.23137890800943053,0.2473096714694474
721,5,100,0.0020779230108018965,0.030482752580126313,0.04771947247282674,0.11663268153683296
722,5,100,0.001995220984099433,0.2543503168046969,0.11317537460703171,0.05215619283778613
723,5,100,0.0020027589926030487,0.11882780712709262,0.08242133204226579,0.3157644190229961
724,5,100,0.001998870982788503,0.1779168247457757,0.03020894319214559,0.1684916960459367
725,5,100,0.0020917739893775433,0.06395699761130827,0.022923725354879416,0.28903969781979766
726,5,100,0.0020287939987611026,0.07735892150487132,0.10327539267766887,0.2545196329435551
